ma_id,review_id,k,total_n,estimate,p_value,significant,pi_crosses_null,robustness,n_audit_fails,has_pub_bias,verdict,failed_criteria
CD010966_pub4_data__A11,CD010966,4,1087,0.039181,0.971309,False,True,Robust,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD010966_pub4_data__A12,CD010966,1,504,0.031686,0.987372,False,False,Robust,0,False,NOT YET,significance;evidence_volume
CD010966_pub4_data__A13,CD010966,6,962,-0.216385,0.803614,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD010966_pub4_data__A14,CD010966,8,1500,-0.317421,0.670345,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD010966_pub4_data__A15,CD010966,1,34,-1.299283,0.524591,False,False,Robust,0,False,NOT YET,significance;evidence_volume
CD010966_pub4_data__A16,CD010966,69,10165,-0.205472,0.001196,True,True,Robust,1,False,NOT YET,prediction_interval;audit_flags
CD010966_pub4_data__A17,CD010966,1,506,0.039453,0.984277,False,False,Robust,0,False,NOT YET,significance;evidence_volume
CD010966_pub4_data__A18,CD010966,1,168,-0.100083,0.782553,False,False,Robust,0,False,NOT YET,significance;evidence_volume
CD010966_pub4_data__A19,CD010966,1,168,-0.028191,0.935528,False,False,Robust,0,False,NOT YET,significance;evidence_volume
CD010966_pub4_data__A20,CD010966,7,1389,-0.309415,0.699845,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD010966_pub4_data__A21,CD010966,1,41,0.047628,0.981223,False,False,Robust,0,False,NOT YET,significance;evidence_volume
CD010966_pub4_data__A22,CD010966,1,41,1.75972,0.265786,False,False,Robust,0,False,NOT YET,significance;evidence_volume
CD010966_pub4_data__A23,CD010966,2,195,-0.049994,0.977727,False,False,Robust,0,False,NOT YET,significance;evidence_volume
CD010966_pub4_data__A24,CD010966,4,1203,-0.008788,0.993575,False,True,Robust,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD010966_pub4_data__A25,CD010966,1,47,-0.125163,0.950613,False,False,Robust,0,False,NOT YET,significance;evidence_volume
CD011039_pub2_data__A1,CD011039,2,130,-0.347253,0.669641,False,False,Fragile,1,False,NOT YET,significance;robustness;audit_flags;evidence_volume
CD011039_pub2_data__A2,CD011039,2,130,-0.075324,0.879259,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD011039_pub2_data__A3,CD011039,5,330,-0.599717,0.35252,False,True,Fragile,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags;evidence_volume
CD011039_pub2_data__A4,CD011039,2,130,0.523129,0.792216,False,False,Fragile,1,False,NOT YET,significance;robustness;audit_flags;evidence_volume
CD011039_pub2_data__A5,CD011039,5,330,-0.29287,0.584528,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD011039_pub2_data__A6,CD011039,2,130,0.12194,0.858464,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD011039_pub2_data__A7,CD011039,1,70,-1.003714,0.050742,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD011039_pub2_data__A8,CD011039,2,120,0.065597,0.970731,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD011039_pub2_data__A9,CD011039,6,390,0.032761,0.969777,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD011039_pub2_data__A10,CD011039,1,60,0.065597,0.974047,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD011044_pub3_data__A1,CD011044,52,11382,-0.02004,0.942953,False,True,Robust,1,True,NOT YET,significance;prediction_interval;audit_flags;pub_bias
CD011044_pub3_data__A2,CD011044,35,8994,-0.043719,0.898226,False,True,Robust,2,True,NOT YET,significance;prediction_interval;audit_flags;pub_bias
CD011044_pub3_data__A3,CD011044,40,8010,0.59325,0.0,True,True,Robust,2,False,NOT YET,prediction_interval;audit_flags
CD011044_pub3_data__A4,CD011044,41,9494,0.195561,0.108431,False,True,Robust,2,False,NOT YET,significance;prediction_interval;audit_flags
CD011044_pub3_data__A5,CD011044,41,9374,0.41927,0.00021,True,True,Robust,2,False,NOT YET,prediction_interval;audit_flags
CD011044_pub3_data__A6,CD011044,39,8631,0.445311,0.00506,True,True,Robust,4,True,NOT YET,prediction_interval;audit_flags;pub_bias
CD011044_pub3_data__A7,CD011044,36,8266,0.605608,2.8e-05,True,True,Robust,1,False,NOT YET,prediction_interval;audit_flags
CD011044_pub3_data__A8,CD011044,33,7183,0.681112,0.000149,True,True,Robust,1,False,NOT YET,prediction_interval;audit_flags
CD011044_pub3_data__A9,CD011044,15,2882,0.162789,0.602914,False,True,Robust,1,False,NOT YET,significance;prediction_interval;audit_flags
CD011044_pub3_data__A10,CD011044,9,2022,0.463115,0.074021,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD011060_pub2_data__A1,CD011060,1,1858,-1.429804,5e-06,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD011060_pub2_data__A2,CD011060,1,1858,-1.611592,0.298427,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD011060_pub2_data__A3,CD011060,1,1858,1.014315,0.000298,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD011060_pub2_data__A4,CD011060,1,1858,-1.099689,0.500854,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD011120_pub3_data__A1,CD011120,19,4145,0.314161,0.052054,False,True,Robust,1,False,NOT YET,significance;prediction_interval;audit_flags
CD011120_pub3_data__A2,CD011120,5,1795,0.009999,0.960542,False,True,Robust,1,False,NOT YET,significance;prediction_interval;audit_flags
CD011120_pub3_data__A3,CD011120,3,987,0.177673,0.648888,False,True,Robust,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD011192_pub4_data__A1,CD011192,1,1355,-0.199107,0.167909,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD011192_pub4_data__A2,CD011192,1,1355,-0.19587,0.258201,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD011192_pub4_data__A3,CD011192,1,1355,-0.089619,0.600861,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD011192_pub4_data__A4,CD011192,1,1355,-0.00148,0.998821,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD011192_pub4_data__A5,CD011192,1,1355,-0.036143,0.845757,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD011192_pub4_data__A7,CD011192,1,1355,-0.226115,0.736897,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD011192_pub4_data__A8,CD011192,1,1355,0.359664,0.468219,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD011192_pub4_data__A9,CD011192,1,1355,-0.408428,0.655151,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD011192_pub4_data__A10,CD011192,1,1355,-0.001475,0.999412,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD011192_pub4_data__A11,CD011192,1,1355,-1.101564,0.500188,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD011192_pub4_data__A12,CD011192,1,1355,0.337961,0.565502,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD011192_pub4_data__A13,CD011192,1,1355,0.592261,0.290613,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD011192_pub4_data__A14,CD011192,1,1355,-0.023644,0.843693,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD011192_pub4_data__A15,CD011192,1,1355,0.099525,0.484665,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD011192_pub4_data__A16,CD011192,1,1355,-0.079159,0.545869,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD011192_pub4_data__A17,CD011192,1,1355,-0.165006,0.317976,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD011192_pub4_data__A18,CD011192,1,1355,0.133531,0.797502,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD011192_pub4_data__A19,CD011192,1,1355,0.080043,0.84297,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD011192_pub4_data__A21,CD011192,1,1355,-0.07486,0.604508,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD011192_pub4_data__A23,CD011192,1,1355,-0.211482,0.425516,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD011192_pub4_data__A26,CD011192,1,1355,-0.21049,0.304484,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD011192_pub4_data__A27,CD011192,1,494,-0.880573,0.107487,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD011197_pub3_data__A1,CD011197,9,1173,0.06427,0.778803,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD011197_pub3_data__A2,CD011197,10,825,0.238412,0.538731,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD011197_pub3_data__A3,CD011197,4,378,-0.867218,0.039966,True,True,Robust,1,False,NOT YET,prediction_interval;audit_flags;evidence_volume
CD011197_pub3_data__A4,CD011197,5,600,-0.046458,0.961274,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD011197_pub3_data__A5,CD011197,3,317,-0.071188,0.956669,False,True,Robust,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD011197_pub3_data__A6,CD011197,4,368,-0.063062,0.95397,False,True,Robust,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD011197_pub3_data__A7,CD011197,3,317,-0.071188,0.956669,False,True,Robust,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD011197_pub3_data__A8,CD011197,6,504,0.02168,0.979979,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD011197_pub3_data__A9,CD011197,6,504,0.02168,0.979979,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD011197_pub3_data__A10,CD011197,9,825,0.006034,0.993049,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD011197_pub3_data__A11,CD011197,6,642,0.021949,0.979724,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD011197_pub3_data__A12,CD011197,8,764,0.002763,0.997011,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD011197_pub3_data__A13,CD011197,8,764,0.002763,0.997011,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD011197_pub3_data__A14,CD011197,8,764,0.002763,0.997011,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD011197_pub3_data__A15,CD011197,8,764,0.002763,0.997011,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD011197_pub3_data__A16,CD011197,9,825,0.006034,0.993049,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD011197_pub3_data__A17,CD011197,7,692,0.018831,0.981064,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD011197_pub3_data__A18,CD011197,7,791,-0.009657,0.9903,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD011197_pub3_data__A19,CD011197,8,830,-0.018784,0.979716,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD011197_pub3_data__A20,CD011197,12,1011,-0.01859,0.975134,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD011204_pub3_data__A1,CD011204,84,37306,0.905255,0.0,True,False,Fragile,2,True,NOT YET,robustness;audit_flags;pub_bias
CD011204_pub3_data__A2,CD011204,132,65840,0.579252,0.0,True,False,Fragile,1,False,NOT YET,robustness;audit_flags
CD011204_pub3_data__A3,CD011204,30,18675,0.524648,0.0,True,True,Fragile,3,True,NOT YET,prediction_interval;robustness;audit_flags;pub_bias
CD011204_pub3_data__A4,CD011204,22,9710,0.322655,0.003648,True,True,Fragile,1,False,NOT YET,prediction_interval;robustness;audit_flags
CD011204_pub3_data__A5,CD011204,18,7555,0.971263,5e-06,True,False,Fragile,2,True,NOT YET,robustness;audit_flags;pub_bias
CD011204_pub3_data__A6,CD011204,8,3968,1.217813,0.000432,True,False,Fragile,1,False,NOT YET,robustness;audit_flags
CD011204_pub3_data__A7,CD011204,4,1789,0.918921,0.034978,True,True,Fragile,1,False,NOT YET,prediction_interval;robustness;audit_flags;evidence_volume
CD011204_pub3_data__A8,CD011204,5,1308,1.341349,0.035554,True,True,Fragile,1,False,NOT YET,prediction_interval;robustness;audit_flags
CD011204_pub3_data__A9,CD011204,7,3896,0.238429,0.188724,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD011204_pub3_data__A10,CD011204,10,4153,0.378591,0.146166,False,True,Fragile,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD011218_pub2_data__A1,CD011218,10,1747,0.074059,0.712604,False,True,not_covered,1,False,NOT YET,significance;prediction_interval;audit_flags
CD011218_pub2_data__A2,CD011218,3,1007,-0.046638,0.976693,False,True,not_covered,1,False,NOT YET,significance;prediction_interval;audit_flags;evidence_volume
CD011218_pub2_data__A3,CD011218,2,950,0.465713,0.193226,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD011218_pub2_data__A4,CD011218,1,41,0.485508,0.443785,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD011305_pub3_data__A1,CD011305,4,368,0.079659,0.942915,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD011305_pub3_data__A2,CD011305,4,368,-0.477702,0.609285,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD011305_pub3_data__A3,CD011305,5,457,0.029398,0.964169,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD011305_pub3_data__A4,CD011305,3,69,-0.255928,0.81812,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD011305_pub3_data__A5,CD011305,4,368,0.079659,0.942915,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD011305_pub3_data__A6,CD011305,3,161,-0.3606,0.719329,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD011305_pub3_data__A7,CD011305,2,405,-0.692901,0.688108,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD011305_pub3_data__A8,CD011305,3,448,-0.309467,0.272148,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD011305_pub3_data__A9,CD011305,5,511,-0.255031,0.324542,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD011305_pub3_data__A10,CD011305,5,511,0.002725,0.996069,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD011305_pub3_data__A11,CD011305,3,362,-0.069975,0.904167,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD011305_pub3_data__A12,CD011305,4,451,0.360974,0.315535,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD011305_pub3_data__A13,CD011305,1,299,-0.453902,0.053574,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD011305_pub3_data__A14,CD011305,2,305,-1.422084,0.587496,False,False,Unstable,1,False,NOT YET,significance;robustness;audit_flags;evidence_volume
CD011305_pub3_data__A15,CD011305,5,457,-0.074271,0.939069,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD011305_pub3_data__A16,CD011305,2,63,0.153094,0.932383,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD011305_pub3_data__A17,CD011305,4,422,-0.379683,0.324869,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD011305_pub3_data__A18,CD011305,1,299,0.006667,0.997345,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD011305_pub3_data__A19,CD011305,3,362,0.103395,0.93748,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD011305_pub3_data__A20,CD011305,1,299,0.006667,0.997345,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD011305_pub3_data__A21,CD011305,1,299,0.006667,0.997345,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD011305_pub3_data__A22,CD011305,1,299,-0.143707,0.651664,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD011330_pub2_data__A1,CD011330,17,476,0.014655,0.976739,False,True,Fragile,1,True,NOT YET,significance;prediction_interval;robustness;audit_flags;evidence_volume;pub_bias
CD011330_pub2_data__A2,CD011330,5,140,0.973834,0.242538,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD011330_pub2_data__A3,CD011330,8,281,0.899607,0.186494,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD011330_pub2_data__A4,CD011330,10,314,-0.030672,0.963056,False,True,Fragile,1,True,NOT YET,significance;prediction_interval;robustness;audit_flags;evidence_volume;pub_bias
CD011330_pub2_data__A5,CD011330,8,254,-0.053666,0.942706,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD011330_pub2_data__A6,CD011330,1,20,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD011381_pub3_data__A1,CD011381,70,52798,0.000693,0.994997,False,True,Unstable,3,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD011381_pub3_data__A2,CD011381,83,67411,-0.196736,0.010968,True,True,Unstable,3,False,NOT YET,prediction_interval;robustness;audit_flags
CD011381_pub3_data__A3,CD011381,12,8321,0.033334,0.901731,False,True,Unstable,2,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD011381_pub3_data__A4,CD011381,45,33946,-0.205246,0.036781,True,True,Unstable,3,False,NOT YET,prediction_interval;robustness;audit_flags
